Date,Open,High,Low,Close,Adj Close,Volume
1999-05-11,0.40066999197006226,0.41238799691200256,0.38895100355148315,0.3995540142059326,0.3378039598464966,458595200
1999-05-12,0.40066999197006226,0.4151790142059326,0.3939729928970337,0.4151790142059326,0.35101425647735596,395124800
1999-05-13,0.4146209955215454,0.4179689884185791,0.40625,0.41238799691200256,0.3486546277999878,295523200
1999-05-14,0.4029020071029663,0.40904000401496887,0.39620500802993774,0.39620500802993774,0.334972620010376,226632000
1999-05-17,0.390625,0.3989959955215454,0.3839290142059326,0.39620500802993774,0.334972620010376,210761600
1999-05-18,0.40011200308799744,0.4107140004634857,0.39620500802993774,0.40401801466941833,0.3415781855583191,418376000
1999-05-19,0.40625,0.40848198533058167,0.38839301466941833,0.40345999598503113,0.3411063849925995,298278400
1999-05-20,0.4056920111179352,0.40848198533058167,0.3794640004634857,0.3794640004634857,0.32081887125968933,417715200
1999-05-21,0.3839290142059326,0.39564698934555054,0.38002198934555054,0.39229899644851685,0.3316703140735626,463187200
1999-05-24,0.389508992433548,0.39564698934555054,0.373883992433548,0.3744420111179352,0.316572904586792,260926400
1999-05-25,0.3710939884185791,0.3789060115814209,0.36551299691200256,0.3705359995365143,0.3132707476615906,366508800
1999-05-26,0.37276801466941833,0.39620500802993774,0.3683040142059326,0.39341500401496887,0.3326137363910675,437550400
1999-05-27,0.38560301065444946,0.390625,0.38113799691200256,0.38839301466941833,0.3283679783344269,336761600
1999-05-28,0.3867189884185791,0.39564698934555054,0.38504499197006226,0.39341500401496887,0.3326137363910675,201129600
1999-06-01,0.4017859995365143,0.40457600355148315,0.39620500802993774,0.40011200308799744,0.3382757306098938,461025600
1999-06-02,0.3973209857940674,0.42801299691200256,0.39285698533058167,0.41573700308799744,0.35148608684539795,521057600
1999-06-03,0.4185270071029663,0.4285709857940674,0.4179689884185791,0.42354899644851685,0.3580906093120575,488510400
1999-06-04,0.4252229928970337,0.4302459955215454,0.421875,0.4296880066394806,0.36328086256980896,368681600
1999-06-07,0.4296880066394806,0.4375,0.42410698533058167,0.4369420111179352,0.3694137632846832,418286400
1999-06-08,0.43526801466941833,0.43582600355148315,0.42466500401496887,0.4257810115814209,0.35997775197029114,313656000
1999-06-09,0.42354899644851685,0.4330359995365143,0.42354899644851685,0.43247801065444946,0.36563974618911743,353785600
1999-06-10,0.42745500802993774,0.4308040142059326,0.4224329888820648,0.4296880066394806,0.36328086256980896,317049600
1999-06-11,0.4296880066394806,0.4330359995365143,0.4129459857940674,0.4146209955215454,0.3505423665046692,185046400
1999-06-14,0.4151790142059326,0.41629499197006226,0.4029020071029663,0.4056920111179352,0.3429933786392212,157080000
1999-06-15,0.40345999598503113,0.4174109995365143,0.4029020071029663,0.41127198934555054,0.3477109670639038,130390400
1999-06-16,0.4140630066394806,0.4291290044784546,0.4140630066394806,0.42801299691200256,0.36186471581459045,225019200
1999-06-17,0.4252229928970337,0.4285709857940674,0.40848198533058167,0.4140630066394806,0.3500707149505615,224403200
1999-06-18,0.405133992433548,0.421875,0.40345999598503113,0.420758992433548,0.35573190450668335,208062400
1999-06-21,0.41964301466941833,0.421875,0.4107140004634857,0.4151790142059326,0.35101425647735596,135150400
1999-06-22,0.4135040044784546,0.41908499598503113,0.405133992433548,0.405133992433548,0.34252169728279114,151076800
1999-06-23,0.4023439884185791,0.4026229977607727,0.38895100355148315,0.3900670111179352,0.32978323101997375,531496000
1999-06-24,0.389508992433548,0.389508992433548,0.37723198533058167,0.37779000401496887,0.31940358877182007,433361600
1999-06-25,0.3794640004634857,0.38113799691200256,0.3755579888820648,0.37667399644851685,0.318460077047348,294134400
1999-06-28,0.3789060115814209,0.3833709955215454,0.3783479928970337,0.38002198934555054,0.32129067182540894,277692800
1999-06-29,0.38141700625419617,0.4068079888820648,0.38058000802993774,0.405133992433548,0.34252169728279114,380385600
1999-06-30,0.40792399644851685,0.41908499598503113,0.40122801065444946,0.4135040044784546,0.3495980501174927,343268800
1999-07-01,0.4135040044784546,0.41573700308799744,0.40401801466941833,0.40457600355148315,0.34204989671707153,149217600
1999-07-02,0.4065290093421936,0.4185270071029663,0.40345999598503113,0.4135040044784546,0.3495980501174927,123681600
1999-07-06,0.4101560115814209,0.4252229928970337,0.40904000401496887,0.422991007566452,0.35761886835098267,453812800
1999-07-07,0.422991007566452,0.453125,0.41964301466941833,0.4453130066394806,0.3764911890029907,1099156800
1999-07-08,0.4564729928970337,0.4916290044784546,0.454241007566452,0.48660698533058167,0.41140323877334595,1625041600
1999-07-09,0.48660698533058167,0.4966520071029663,0.4732140004634857,0.4966520071029663,0.419895738363266,608697600
1999-07-12,0.4955359995365143,0.4966520071029663,0.4838170111179352,0.48660698533058167,0.41140323877334595,303912000
1999-07-13,0.4776790142059326,0.4838170111179352,0.4720979928970337,0.47935301065444946,0.4052703380584717,283259200
1999-07-14,0.48660698533058167,0.5055800080299377,0.48660698533058167,0.4994420111179352,0.42225462198257446,624556800
1999-07-15,0.498883992433548,0.4994420111179352,0.45814698934555054,0.4754459857940674,0.4019671380519867,1691804800
1999-07-16,0.47879499197006226,0.48660698533058167,0.4732140004634857,0.47377198934555054,0.40055185556411743,411499200
1999-07-19,0.48158499598503113,0.49832600355148315,0.46707600355148315,0.48604899644851685,0.41093146800994873,561299200
1999-07-20,0.48716500401496887,0.4955359995365143,0.47098198533058167,0.4720979928970337,0.39913657307624817,442075200
1999-07-21,0.48270100355148315,0.49497801065444946,0.4720979928970337,0.48270100355148315,0.4081009030342102,718166400
1999-07-22,0.47879499197006226,0.4810270071029663,0.4564729928970337,0.467633992433548,0.3953624367713928,406728000
1999-07-23,0.47154000401496887,0.4799109995365143,0.47042399644851685,0.4760040044784546,0.4024388790130615,229051200
1999-07-26,0.4720979928970337,0.4732140004634857,0.454241007566452,0.45479899644851685,0.3845110833644867,351187200
1999-07-27,0.469866007566452,0.48158499598503113,0.46875,0.47935301065444946,0.4052703380584717,395908800
1999-07-28,0.4810270071029663,0.49441999197006226,0.4732140004634857,0.485491007566452,0.4104596674442291,328910400
1999-07-29,0.4765630066394806,0.4933040142059326,0.47433000802993774,0.4810270071029663,0.4066854417324066,275475200
1999-07-30,0.48660698533058167,0.5011159777641296,0.48660698533058167,0.49720999598503113,0.4203675389289856,383140800
1999-08-02,0.4966520071029663,0.517857015132904,0.4955359995365143,0.49776801466941833,0.42083922028541565,362443200
1999-08-03,0.5066959857940674,0.5128350257873535,0.47879499197006226,0.4933040142059326,0.417065292596817,368379200
1999-08-04,0.4927459955215454,0.498883992433548,0.4754459857940674,0.4804689884185791,0.4062138497829437,371425600
1999-08-05,0.4776790142059326,0.48995500802993774,0.4654020071029663,0.4888390004634857,0.41329020261764526,322537600
1999-08-06,0.48270100355148315,0.49386200308799744,0.4776790142059326,0.483258992433548,0.40857258439064026,435556800
1999-08-09,0.4852119982242584,0.4927459955215454,0.484375,0.48604899644851685,0.41093146800994873,233284800
1999-08-10,0.48214301466941833,0.5,0.47879499197006226,0.49441999197006226,0.4180087447166443,416225600
1999-08-11,0.5,0.533482015132904,0.4994420111179352,0.5329239964485168,0.45056191086769104,850337600
1999-08-12,0.5273439884185791,0.5479909777641296,0.5234379768371582,0.5357139706611633,0.4529208540916443,666108800
